"","X16.cell","late.blastocyst","late.blastocyst.1","X8.cell","early.blastocyst","X16.cell.1","mid.2.cell","X8.cell.1","mid.blastocyst","late.blastocyst.2","early.2.cell","mid.blastocyst.1","early.blastocyst.1","mid.blastocyst.2","mid.blastocyst.3","mid.blastocyst.4","early.2.cell.1","X16.cell.2","X8.cell.2","early.blastocyst.2","early.blastocyst.3","mid.blastocyst.5","mid.blastocyst.6","late.2.cell","mid.blastocyst.7","late.blastocyst.3","X4.cell","early.blastocyst.4","X16.cell.3","mid.blastocyst.8","late.blastocyst.4","early.blastocyst.5","mid.blastocyst.9","X4.cell.1","X16.cell.4","X8.cell.3","X8.cell.4","mid.blastocyst.10","X16.cell.5","X8.cell.5","X8.cell.6","early.blastocyst.6","mid.blastocyst.11","X16.cell.6","X8.cell.7","early.blastocyst.7","early.2.cell.2","X4.cell.2","early.blastocyst.8","early.2.cell.3","X16.cell.7","early.blastocyst.9","mid.blastocyst.12","X4.cell.3","late.2.cell.1","early.blastocyst.10","X16.cell.8","mid.2.cell.1","mid.blastocyst.13","X4.cell.4","X4.cell.5","mid.blastocyst.14","early.blastocyst.11","X8.cell.8","late.blastocyst.5","mid.blastocyst.15","zygote","early.blastocyst.12","early.blastocyst.13","mid.blastocyst.16","X16.cell.9","mid.blastocyst.17","early.blastocyst.14","mid.blastocyst.18","mid.blastocyst.19","mid.blastocyst.20","X16.cell.10","mid.2.cell.2","X16.cell.11","mid.blastocyst.21","X16.cell.12","late.blastocyst.6","X16.cell.13","X16.cell.14","X8.cell.9","X8.cell.10","X16.cell.15","mid.blastocyst.22","early.blastocyst.15","early.blastocyst.16","late.blastocyst.7","mid.blastocyst.23","mid.2.cell.3","X16.cell.16","late.blastocyst.8","X8.cell.11","late.blastocyst.9","late.blastocyst.10","mid.blastocyst.24","X16.cell.17","early.blastocyst.17","early.2.cell.4","X8.cell.12","early.blastocyst.18","X16.cell.18","late.2.cell.2","mid.2.cell.4","X8.cell.13","early.2.cell.5","mid.2.cell.5","X16.cell.19","X16.cell.20","late.blastocyst.11","X8.cell.14","X16.cell.21","mid.blastocyst.25","early.blastocyst.19","mid.blastocyst.26","X8.cell.15","X16.cell.22","late.2.cell.3","X16.cell.23","mid.2.cell.6","X8.cell.16","early.blastocyst.20","late.blastocyst.12","mid.blastocyst.27","X16.cell.24","late.blastocyst.13","late.blastocyst.14","X8.cell.17","X4.cell.6","X16.cell.25","late.blastocyst.15","X16.cell.26","X4.cell.7","X8.cell.18","X8.cell.19","mid.blastocyst.28","X8.cell.20","early.blastocyst.21","X8.cell.21","X8.cell.22","X16.cell.27","X8.cell.23","X8.cell.24","X16.cell.28","mid.blastocyst.29","X8.cell.25","late.blastocyst.16","late.blastocyst.17","mid.blastocyst.30","late.2.cell.4","X8.cell.26","X16.cell.29","X16.cell.30","early.blastocyst.22","zygote.1","mid.blastocyst.31","mid.blastocyst.32","mid.blastocyst.33","late.2.cell.5","X8.cell.27","mid.blastocyst.34","mid.blastocyst.35","X16.cell.31","X8.cell.28","X16.cell.32","X8.cell.29","X8.cell.30","X8.cell.31","X16.cell.33","late.blastocyst.18","X16.cell.34","X16.cell.35","X16.cell.36","X4.cell.8","early.blastocyst.23","mid.blastocyst.36","X16.cell.37","X16.cell.38","X4.cell.9","X8.cell.32","early.blastocyst.24","mid.blastocyst.37","X8.cell.33","X16.cell.39","X16.cell.40","early.blastocyst.25","X8.cell.34","mid.blastocyst.38","mid.blastocyst.39","mid.2.cell.7","zygote.2","mid.blastocyst.40","mid.blastocyst.41","late.blastocyst.19","X16.cell.41","mid.blastocyst.42","mid.2.cell.8","late.blastocyst.20","late.blastocyst.21","early.blastocyst.26","early.blastocyst.27","early.blastocyst.28","mid.blastocyst.43","X16.cell.42","mid.blastocyst.44","mid.blastocyst.45","mid.blastocyst.46","zygote.3","early.blastocyst.29","mid.blastocyst.47","late.blastocyst.22","late.blastocyst.23","early.2.cell.6","late.2.cell.6","X8.cell.35","X16.cell.43","X8.cell.36","early.blastocyst.30","X8.cell.37","late.2.cell.7","mid.2.cell.9","late.blastocyst.24","mid.blastocyst.48","X4.cell.10","X16.cell.44","mid.blastocyst.49","mid.blastocyst.50","early.blastocyst.31","late.blastocyst.25","mid.blastocyst.51","mid.blastocyst.52","early.blastocyst.32","X16.cell.45","mid.blastocyst.53","X16.cell.46","mid.2.cell.10","late.blastocyst.26","early.blastocyst.33","X4.cell.11","early.blastocyst.34","X8.cell.38","X16.cell.47","X16.cell.48","X8.cell.39","X16.cell.49","late.2.cell.8","X4.cell.12","X16.cell.50","mid.blastocyst.54","X8.cell.40","X4.cell.13","late.blastocyst.27","early.blastocyst.35","mid.blastocyst.55","mid.2.cell.11","mid.blastocyst.56","X16.cell.51","X16.cell.52","early.blastocyst.36","mid.blastocyst.57","early.blastocyst.37","X8.cell.41","early.blastocyst.38","X8.cell.42","X16.cell.53","X8.cell.43","X16.cell.54","X16.cell.55","X8.cell.44","early.blastocyst.39","mid.blastocyst.58","mid.blastocyst.59","late.blastocyst.28","X8.cell.45","early.2.cell.7","X16.cell.56","X16.cell.57","early.blastocyst.40","late.blastocyst.29","early.blastocyst.41","early.blastocyst.42","late.2.cell.9","X8.cell.46"
"Oog3",0,0,0,2,0,0,12147,0,0,0,102927,3,0,0,1,0,62467,0,0,0,0,0,51,15726,0,0,97,0,0,0,0,0,0,151,1,0,0,0,0,597,0,0,21,0,10,0,64652,618,0,40781,0,0,37,406,17617,0,13,10721,0,557,817,0,0,0,0,6527,87372,0,0,0,0,0,0,0,0,0,0,9552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12532,0,0,0,0,0,0,0,0,69056,7,0,0,19465,3328,11,98716,10214,0,25,0,0,0,6,0,0,34,0,21877,33,2354,0,0,0,0,0,0,0,3,497,0,0,0,452,0,0,0,0,0,1,0,252,11,8,0,0,0,0,0,0,16932,26,0,0,0,79150,0,0,0,16010,0,0,0,0,0,0,0,439,0,20688,1,0,0,0,87,0,0,0,0,1596,0,0,0,20,0,157,0,6,0,0,18250,56269,3,0,0,0,0,6933,0,0,0,0,0,1,0,0,3,59,69352,1,1,0,0,36354,10815,40,0,0,0,0,16968,25513,0,0,94,6,11,0,0,0,0,0,0,0,0,0,6333,0,0,553,0,0,0,0,0,0,47775,758,0,0,47,736,0,0,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79892,0,0,0,0,0,0,17663,0
"Accsl",0,0,0,0,0,0,9370,1,0,0,91967,1,0,0,0,0,38055,0,0,0,0,0,41,16797,0,0,413,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,19,0,2,0,55664,1114,0,41196,0,0,28,182,22612,0,8,7467,0,1354,587,0,0,0,0,4996,112064,0,0,0,403,0,0,0,0,0,0,6638,0,0,0,0,0,0,0,39,0,0,0,0,0,0,7712,0,0,0,0,0,0,0,0,57103,0,0,0,28297,2463,1,84508,5232,0,0,0,5,0,1,0,0,0,0,20000,0,2412,0,0,0,0,0,0,0,0,113,0,0,0,363,2,0,0,180,0,0,15,0,0,6,0,0,0,0,0,0,9043,0,0,0,0,92679,0,0,0,18387,1,0,0,0,0,0,3,0,47,115294,1,0,0,0,22,0,10,0,0,1328,0,0,0,0,0,0,0,29,0,0,7568,57937,5,0,0,0,0,4599,0,0,0,0,0,0,0,0,26,45,104002,0,0,0,0,29464,22015,0,0,0,0,0,16302,12123,0,0,672,25,3,0,0,0,0,0,0,0,0,0,5564,0,0,652,0,23,0,0,0,0,28031,175,0,0,17,314,0,0,0,2790,0,139,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,61338,0,0,0,0,0,0,16568,0
"Zfp707",0,0,0,1656,2885,387,7985,16,9,0,5,0,626,3,248,0,1,134,559,367,336,599,1,49501,0,0,2699,57,1108,42,356,324,0,2916,307,349,40,36,208,1400,1181,1132,0,4,196,0,50,5546,61,254,0,367,12,287,62632,0,19,6314,0,2206,2814,7,0,238,0,377,1,0,2444,0,325,1,305,220,0,0,0,4147,365,0,383,0,395,517,7,373,351,614,0,9,128,137,3687,0,1220,0,0,0,0,160,410,33,1437,62,765,54114,2144,322,96,3940,6,1,0,413,1,37,0,0,355,0,42814,531,3107,431,76,0,0,712,0,0,1100,2892,10,0,467,1728,164,179,7,147,0,207,620,105,648,58,342,0,146,997,155,1,43754,3,208,330,0,3,0,414,0,45888,24,560,0,404,354,1061,809,36,290,0,0,526,0,0,2276,0,0,0,1,7840,618,3,1216,151,259,403,0,12,0,110,2476,260,1160,41,0,2,0,3309,0,152,0,0,723,0,1134,0,830,82,248,16,0,4,361,112,52772,1441,0,707,0,224,43184,745,0,781,350,700,76,0,0,0,2,0,0,73,70,669,4657,47,0,1888,332,0,636,56,380,105,40669,5947,416,174,247,5277,1,405,464,5079,0,430,817,1,0,1353,88,0,3035,0,139,389,1,980,0,1,184,0,99,44,2,735,338,0,556,0,54520,559
"Dub1a",0,0,0,1,0,0,7242,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19044,0,0,642,0,0,0,0,0,0,2005,91,0,0,0,0,0,2,0,0,0,13,0,42,19742,0,425,0,0,0,264,43924,0,10,3135,0,1486,3641,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5241,0,0,0,0,55,0,0,0,0,782,0,0,0,0,8363,0,0,0,0,0,0,0,0,520,34,0,0,49988,1761,3,37,4712,0,0,0,0,0,0,0,0,0,0,48365,0,1074,0,0,0,0,0,0,0,0,4850,0,0,0,4129,0,53,0,0,0,0,0,0,1,32,0,0,0,0,0,0,52016,0,0,0,0,93,0,0,148,40075,0,0,0,0,0,0,9,0,0,0,0,0,0,0,70,0,0,0,0,13480,0,0,0,2,0,8,0,17,0,0,13920,0,0,0,0,406,0,1834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,41621,32,0,0,0,0,39237,2983,0,0,17,0,0,0,0,0,0,11,0,0,0,0,2485,0,0,828,0,0,0,0,0,0,55648,1288,0,0,0,3188,0,0,0,2578,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19259,0
"AU022751",0,7,0,215,0,0,8853,9,343,0,91203,1,10,0,14,0,54710,0,341,718,398,0,102,7297,0,0,37,522,364,0,0,0,0,163,0,0,1,0,0,0,520,0,22,0,3,197,61044,1122,293,53882,0,1,42,51,7234,0,17,6260,322,1,294,3,0,0,0,4178,154501,0,0,0,110,0,0,68,0,0,704,6121,3,0,0,0,55,0,30,87,0,5,329,0,10,1,3853,962,0,5,0,29,0,0,167,51469,14,154,3,24649,2451,369,94075,3936,177,499,0,58,0,826,176,0,14,2,8750,382,1273,26,1,0,0,50,16,43,1,449,14,0,203,919,0,49,28,62,0,0,0,591,145,84,0,0,76,0,72,0,11515,0,0,187,0,116988,0,1,0,4878,27,0,95,27,0,1,0,0,154,32796,0,0,0,1,907,0,3,0,2,0,0,0,797,97,0,18,0,42,0,0,4740,89806,417,0,0,3,0,4229,0,0,0,0,41,0,485,0,418,107,161000,0,0,0,40,39511,5337,0,297,155,1,0,13037,3150,0,332,137,62,4,1,0,0,0,0,0,0,0,1,5656,0,0,52,194,0,374,0,109,0,16833,407,527,137,369,914,0,151,154,2447,0,0,14,10,0,29,13,1710,156,702,0,0,0,72,1,2,0,0,155,61460,0,0,0,0,376,632,6447,149
"Fbxw24",0,0,0,0,0,0,2001,0,0,0,66840,1,0,0,0,0,29712,0,3,0,0,0,13,6721,0,0,20,0,23,0,0,0,0,71,420,0,0,0,0,118,1,0,4,0,1,0,41087,483,0,18313,0,0,24,476,5066,0,8,2380,0,443,685,0,0,1,0,2556,58603,0,0,0,1060,0,0,0,0,0,9,2218,332,0,0,0,0,0,36,0,0,0,0,0,0,0,2087,0,0,0,0,0,0,0,0,29707,171,0,0,11259,839,75,65680,2300,0,0,0,54,1,0,0,0,40,0,10465,13,653,160,191,0,0,369,0,0,0,356,0,0,0,508,0,0,0,0,0,0,3,5,34,8,7,0,0,0,0,0,4048,67,2,0,0,55019,0,0,0,7113,0,27,0,75,1,2,1,1,54,36415,0,0,1,0,0,0,0,0,13,909,7,0,0,74,0,0,0,7,0,0,2242,37163,1,0,0,1,0,1249,0,0,0,0,0,0,0,0,3,15,54883,0,0,0,0,21529,6373,0,0,110,0,0,3083,4727,0,0,445,8,3,0,0,0,0,0,0,0,0,0,1465,0,0,577,0,1,0,2,1,0,6833,215,0,0,25,0,0,0,0,729,0,0,1,0,0,0,0,0,320,0,2,0,0,144,0,0,0,0,0,46457,0,0,0,0,0,0,8927,0
"Spin1",0,293,65,1011,2418,179,12365,1,370,130,173634,2022,0,20,164,1349,75691,303,567,1035,553,818,293,25706,24,679,2030,1141,701,14,850,1344,761,1105,751,887,52,1183,5413,1601,1554,1184,260,47,460,293,103977,4946,811,62897,332,203,700,3193,43015,655,24,8518,304,2845,2405,181,16,156,357,6897,142384,0,95,470,7,2,1088,383,1,1062,3,11643,1854,600,166,1,845,1084,285,96,102,245,7,818,880,253,11791,50,971,32,408,562,629,1127,1592,92364,1331,323,305,63043,2966,937,167820,8491,72,551,508,349,789,959,526,713,241,334,39205,516,3101,139,1087,15,338,473,1136,406,486,4107,70,1,678,2773,351,90,521,254,1,823,396,495,13,49,176,144,123,448,1695,51,32976,615,228,179,0,112352,2742,681,289,41673,52,298,1096,149,970,687,253,1199,177,110529,1176,591,1517,0,2585,0,1036,248,243,2808,2514,808,62,515,629,415,925,207,358,1261,16576,82079,1417,1325,58,201,0,5551,159,616,420,477,1028,416,1303,429,441,1301,123407,434,639,450,435,55150,23467,226,7,1608,1830,183,36699,20237,52,874,1661,149,8,288,171,659,517,84,728,203,2215,770,6830,303,1,2099,851,199,625,1776,215,283,51436,1529,185,193,402,2407,752,870,539,4390,42,387,813,372,300,794,41,1939,604,425,402,424,1498,1262,657,333,1444,251,136,119234,456,909,1473,114,828,951,55168,263
"C86187",0,0,0,0,0,0,12456,1,16,0,85877,1,0,0,0,0,44431,0,0,0,0,0,53,25933,0,0,377,0,4,0,0,1,0,31,0,117,6,0,0,1,0,2,16,0,143,0,57319,354,0,44344,0,0,36,128,50547,0,24,9988,0,266,483,0,0,0,0,4566,136480,0,0,0,0,0,0,0,0,0,81,11916,0,0,0,0,0,0,1,8,21,0,0,0,0,0,11998,0,0,1,0,0,0,0,0,52908,0,1,0,33146,4476,120,88340,9447,4,401,8,0,0,2,0,0,2,0,21344,0,5446,0,0,0,0,0,0,0,7,298,109,0,6,142,0,0,0,2,0,58,1,0,11,11,0,0,10,0,0,0,20973,389,155,0,0,96194,0,0,0,33302,0,0,0,0,0,0,1,0,10,5215,0,0,0,0,144,0,0,0,0,116,134,0,0,23,5,9,0,36,0,0,27415,59743,5,0,0,0,0,8324,0,0,0,0,0,1,2,0,5,42,115895,0,0,0,0,33610,7132,0,0,2,0,0,20389,32880,0,0,238,1,4,0,0,2,0,0,0,0,0,0,8290,0,0,29,0,38,96,0,0,0,37786,77,0,0,0,779,0,0,0,6562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60928,0,0,0,0,0,0,16611,0
"C87499",0,0,0,0,0,0,2208,0,1,0,41957,1,0,0,0,0,20840,0,0,0,0,0,17,2524,0,0,260,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,17,0,3,0,26302,21,0,15770,0,0,12,2,6236,0,2,2301,0,4,0,0,0,0,0,2725,49259,0,0,0,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2361,0,0,0,0,0,0,0,0,27532,1,0,0,5263,447,0,38946,1187,0,0,0,0,0,1,0,0,22,0,7603,0,560,0,0,0,0,0,0,0,0,146,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2912,0,0,0,0,34237,0,0,0,1161,1,0,0,0,0,0,0,0,0,62520,1,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,1808,26893,2,0,0,0,0,876,0,0,0,0,0,1,0,0,2,26,39914,0,0,0,0,16490,4242,0,0,0,0,0,2432,3066,0,0,1,10,5,0,0,0,0,0,0,0,0,0,1026,0,0,8,0,1,0,0,0,0,10931,29,0,0,0,898,0,0,0,668,0,0,68,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,29596,0,0,0,0,0,0,3185,0
"Rfpl4",0,0,0,2,0,0,2961,0,0,0,42026,2,0,0,1,0,34010,0,0,0,0,0,20,1340,0,0,368,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,12,0,0,0,24054,0,0,17321,0,0,21,0,5305,0,6,3979,12,1,19,0,0,0,0,2833,52809,0,0,0,0,0,0,0,0,0,0,2835,0,0,0,0,181,0,0,0,0,1,0,0,0,0,4492,0,0,0,0,0,0,0,0,24652,165,0,0,7712,1614,0,35387,3239,0,0,0,0,0,1,0,0,11,0,3502,0,553,0,0,0,0,0,0,0,0,301,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,109,178,0,0,40238,0,0,0,1719,0,0,14,0,0,0,11,0,0,11586,1,0,0,0,209,0,1,7,0,222,0,0,0,43,0,0,0,0,0,0,5464,31444,1,0,0,0,0,2242,0,0,0,0,0,0,0,0,1,22,53063,0,0,0,0,20431,1165,0,0,0,0,0,2818,6457,0,0,3,4,2,0,0,0,0,0,0,0,0,0,2369,0,0,26,0,0,0,0,0,0,8066,20,0,0,73,272,0,0,0,1013,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,31405,0,0,0,0,0,0,1227,0
"Pkd2l2",0,7,0,0,0,0,6930,0,2,0,54950,230,1,783,2,0,29658,0,160,0,6,9,64,4350,135,0,11,0,309,0,0,11,0,9,0,51,0,0,0,76,0,239,13,0,202,0,39062,36,121,27295,31,50,83,629,8643,112,4,5191,0,299,40,118,0,17,10,5395,114257,42,0,69,0,243,0,0,0,0,207,8103,15,1,104,0,0,0,0,0,0,3,0,0,0,52,5999,0,0,1,0,81,0,263,17,36428,1,61,0,13662,2139,129,70192,3644,0,240,7,3,143,3,13,0,6,0,10071,0,2078,145,0,0,0,0,48,1,136,1330,0,0,6,361,0,13,59,0,164,1,0,0,8,12,1,0,8,0,1,249,18950,537,287,0,0,70945,0,0,0,18049,0,0,148,38,0,6,92,12,23,43007,111,0,0,0,6,0,16,0,0,7,162,0,1,121,0,0,43,5,25,0,24800,55192,3,1,0,22,305,3164,0,46,0,0,0,110,11,32,43,110,82067,0,171,0,51,27809,7413,118,0,175,0,131,9601,35835,0,0,240,12,3,4,0,0,291,0,20,11,74,17,2740,0,0,436,0,3,36,19,10,170,26418,302,0,13,537,166,83,0,144,1961,1,85,0,0,0,0,20,0,2,0,0,0,0,0,159,138,0,3,0,54056,18,0,111,0,0,0,11864,8
"4933427D06Rik",0,2,0,0,0,0,2385,1,0,0,43646,1,0,0,0,0,30644,0,0,0,0,0,9,3645,0,0,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,489,2,0,31194,2,0,24589,0,0,7,1,5728,0,6,1528,0,111,361,0,0,0,0,961,50332,0,0,0,0,0,0,0,0,0,0,1145,1,0,0,1,0,0,21,0,0,0,0,0,0,0,1527,0,0,1,0,0,0,0,0,30433,1,0,0,5078,500,0,47454,926,0,0,0,0,1,3,0,0,0,0,5536,0,470,0,0,0,0,0,0,0,0,97,0,0,0,252,0,0,0,0,0,0,17,0,0,2,0,0,3,0,0,0,2316,198,0,0,0,28475,2,0,0,3124,2,0,0,0,1,0,0,0,0,11199,0,0,0,0,0,0,0,71,0,0,0,0,0,1,0,64,0,0,0,0,1233,21501,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,1,8,31699,0,0,0,0,19809,3205,5,0,0,0,0,2207,2550,0,0,289,2,1,0,0,0,0,0,0,0,0,0,1138,0,0,590,0,0,0,413,24,0,7472,134,0,0,0,0,0,0,0,557,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,14,32089,0,0,0,0,0,0,4013,0
"Eif4e1b",0,0,0,276,0,0,2091,0,27,0,50183,1,181,0,0,1,23944,0,0,0,0,39,35,2063,519,343,132,0,0,0,0,80,3,71,0,0,0,543,0,54,0,0,3,2,0,0,31918,1,2,17343,53,66,21,29,4923,0,1,1610,216,1,18,0,0,0,0,893,53386,0,0,0,28,197,158,0,0,0,0,1490,603,0,0,0,0,0,0,0,42,0,0,0,0,0,1555,182,219,0,0,0,0,168,0,22186,0,0,0,9160,359,8,57110,730,0,213,20,0,13,0,0,0,37,0,2347,0,607,10,0,0,0,11,0,0,428,302,13,0,0,17,79,0,160,2,36,0,113,12,35,1,24,0,15,0,12,0,2147,957,0,0,0,36650,0,0,0,6054,0,0,0,0,0,0,0,719,0,35184,12,12,110,0,27,0,9,0,0,400,0,3,0,294,0,8,0,0,0,0,4173,21778,1,0,0,341,0,1042,0,0,0,0,0,0,0,0,8,15,37502,5,0,3,124,19467,2620,396,0,0,0,0,2230,5350,0,0,22,2,1,0,0,0,25,0,0,0,519,54,826,206,0,296,20,0,0,441,0,0,4223,121,0,0,0,230,170,0,0,551,0,123,1,2,0,11,0,0,386,323,0,15,0,0,1,0,2,0,0,35587,0,0,313,0,20,0,766,1
"Rgs2",0,0,0,5,0,1,2465,0,0,0,37062,1,0,0,0,0,33030,0,0,0,0,0,28,7868,0,0,593,0,0,0,0,0,0,100,0,0,7,0,0,0,0,0,7,0,43,0,31265,459,0,26475,0,0,17,305,7576,0,2,2204,0,0,634,155,0,0,0,2848,91154,0,0,0,0,0,0,0,0,0,0,2084,0,0,0,0,0,0,110,46,0,0,0,0,0,0,3056,0,0,0,0,0,0,0,0,32795,1,0,0,12457,757,8,51167,2673,0,0,0,0,96,4,0,0,23,0,10335,195,917,0,0,0,0,0,0,0,53,88,132,0,23,307,2,0,0,2,0,0,0,0,184,8,2,0,0,0,0,0,10317,0,1,0,1,57108,0,0,0,8516,0,0,0,0,201,0,0,0,0,61376,0,0,0,0,1313,0,0,0,2,424,1417,0,1,2,0,0,0,2,0,0,2828,45233,2,0,0,0,0,1191,0,0,0,0,0,1,0,0,2,22,71578,0,0,0,0,20771,9612,0,0,0,0,0,8306,4061,0,0,310,11,2,0,0,0,0,0,0,0,0,0,871,0,0,219,0,0,0,0,79,0,19909,195,2,0,0,679,0,0,0,1125,0,0,0,0,0,0,1,0,0,0,129,0,0,0,0,0,0,0,0,32956,0,0,0,0,0,0,14751,0
"Klhl11",0,40,21,166,0,0,6586,0,0,0,0,9,0,0,18,0,6,2,0,12,0,0,64,27834,23,0,689,898,0,0,0,5,0,542,555,15,136,0,1481,10,198,0,8,1021,5,0,7,274,0,200,73,0,57,884,29686,2,9,5165,0,393,390,4,75,321,0,2,153,0,0,0,0,0,0,0,0,1,183,4794,352,0,77,0,0,9,64,215,0,0,0,24,0,0,5252,21,4,0,0,31,0,2,0,31,472,0,0,19393,1230,456,32,4135,0,0,3,64,0,410,6,251,311,0,32312,0,1707,2,2,0,0,7,0,472,122,2487,0,0,193,689,319,323,0,72,93,421,24,0,109,34,232,454,98,0,422,2,21179,47,765,0,0,12,0,454,11,29528,3,0,3,112,164,16,254,1082,52,0,4,2,202,59,1321,0,0,15,0,3188,989,18,0,62,2,216,0,12,0,94,1364,0,9,0,22,502,0,2156,0,150,0,0,1,0,0,0,0,214,0,0,0,2,132,12,22412,647,0,836,0,0,31991,900,0,0,1504,0,0,0,0,206,0,54,23,0,0,0,2361,0,0,1484,0,510,145,1,108,53,28773,844,0,130,103,2044,76,0,78,4391,0,1,236,0,0,374,13,0,617,0,214,95,0,521,0,0,0,0,72,0,714,10,13,0,0,58,27136,333
"Ccdc6",0,1016,1135,767,1,11,30361,6,1694,1562,64089,1543,1034,627,451,489,45759,1,0,823,1084,888,44,88994,1672,3184,4223,1134,546,4,3332,1372,826,2149,109,0,0,2314,1,1268,356,2430,154,649,17,4240,45810,7361,3841,34787,0,297,953,2769,175867,2257,53,28717,34,7125,8344,1743,301,97,1010,5123,98259,3943,0,1795,398,1,1753,431,0,1095,0,32682,119,1685,874,72,1,347,0,78,94,2378,18,3125,731,1492,32236,565,2335,1,1485,886,145,928,1154,39029,214,1574,4,115932,11904,983,79620,30063,181,285,1845,68,191,315,683,310,110,334,146142,66,13241,192,510,38,59,447,1407,1662,221,7481,0,598,545,5356,6,45,1121,0,837,190,1835,74,60,118,25,136,9,1013,676,954,139386,1584,1,268,0,73331,871,3743,29,149980,4,934,880,9,166,374,669,0,89,27509,1848,0,1,754,2316,6036,1,327,0,8072,3177,3304,1953,631,47,683,2166,88,3865,1586,28374,52211,1033,608,400,863,2251,16841,442,2383,3394,1811,1404,1101,213,900,138,1162,88323,3711,0,2024,2298,29793,66676,368,1,556,1407,135,116720,39241,278,1130,5391,8,3,438,1244,3892,664,3,1554,520,2450,573,18927,110,0,4225,3192,492,148,330,0,0,171459,5712,190,1956,780,7784,3582,4189,2650,16792,1,499,301,1147,0,1198,1,415,1972,31,1329,87,1,571,924,945,1055,3577,1,47287,3,165,750,412,1185,1743,148326,267
"Gm11544",0,0,2,630,0,0,13102,170,0,0,1,0,0,0,0,0,108,45,281,0,0,0,1,54888,0,0,1525,0,0,0,0,0,0,2855,162,4,67,0,0,4,631,0,0,1,321,1,0,3270,0,331,0,0,0,2777,45302,0,14,5123,0,3282,4899,0,0,301,0,0,1,0,0,0,0,0,1,0,0,0,8,10364,358,0,108,0,943,558,54,125,123,2,0,0,0,0,10828,8,0,388,0,0,0,144,0,10,92,0,3,68839,2457,602,2,10509,0,0,0,178,499,0,0,0,279,14,37954,1,2978,87,0,0,0,0,0,0,754,8162,162,0,1018,3719,45,109,0,227,0,770,0,25,0,25,0,0,207,0,0,0,68503,223,1,19,0,0,0,1,0,59532,9,0,1,61,301,1,2,1114,235,0,0,12,478,0,2473,0,0,319,0,4201,329,0,1,497,86,633,0,137,0,0,3753,1,0,0,0,226,0,4886,0,0,0,0,0,0,150,1,0,1,3,0,8,0,0,32,25931,698,0,382,0,384,48789,5675,0,0,2705,12,0,0,0,0,0,1,0,119,0,302,3746,0,0,2294,0,699,222,2,307,0,81951,4294,2,0,1,5950,0,1,0,3146,0,647,360,0,0,0,77,0,8,869,2203,1208,0,84,0,0,1,0,370,0,51,7,0,0,0,0,23056,196
"Zbed3",0,0,0,44,0,0,13682,2,0,0,61896,0,0,0,0,0,65843,4,63,0,0,1,33,37332,0,0,692,0,51,176,0,0,0,1154,221,8,14,0,0,241,426,0,16,65,284,0,55429,1385,1,55770,1,0,48,139,69256,0,189,14414,1,647,1938,0,0,0,0,4021,196016,0,0,0,70,0,457,0,0,0,8,17932,2,0,6,0,53,14,75,91,58,0,0,0,0,0,12839,0,730,27,0,0,0,25,0,57765,15,0,67,75784,6437,58,96561,11001,43,52,0,1,59,3,0,0,10,125,52768,68,8523,149,1,0,0,0,8,0,221,429,75,0,2,762,12,0,0,26,0,46,5,1,190,32,0,0,51,0,0,0,43317,69,1,0,0,135095,0,0,0,63553,7,0,0,8,36,1,61,277,37,18044,0,0,0,0,540,0,1,0,0,453,124,0,0,24,12,10,0,43,0,0,17880,97648,2,0,0,175,0,13094,0,0,0,0,0,3,302,0,5,37,220024,0,0,0,0,42019,30269,109,0,96,0,0,69881,21592,0,0,671,285,2,1,4,0,0,0,0,12,0,0,14328,0,0,590,18,90,13,277,7,20,104852,743,0,0,126,1252,0,0,0,7454,0,76,10,0,0,0,22,544,97,100,136,59,280,16,0,0,0,0,0,48284,0,503,0,0,0,0,43421,60
