"","Hi_2338_1","Hi_2338_2","Hi_2338_3","Hi_2338_4","Hi_2338_5","Hi_2338_6","Hi_2338_7","Hi_2338_8","Hi_2338_9","Hi_2338_10","Hi_2338_11","Hi_2338_12","Hi_2338_13","Hi_2338_14","Hi_2338_15","Hi_2338_16","Hi_2338_17","Hi_2338_18","Hi_2338_19","Hi_2338_20","Hi_2338_21","Hi_2338_22","Hi_2339_1","Hi_2339_2","Hi_2339_3","Hi_2339_4","Hi_2339_5","Hi_2339_6","Hi_2339_7","Hi_2339_8","Hi_2339_9","Hi_2339_10","Hi_2339_11","Hi_2339_12","Hi_2339_13","Hi_2339_14","Hi_2339_15","Hi_2339_16","Hi_2339_17","Hi_K562_1","Hi_K562_2","Hi_K562_3","Hi_K562_4","Hi_K562_5","Hi_K562_6","Hi_K562_7","Hi_K562_8","Hi_K562_9","Hi_K562_10","Hi_K562_11","Hi_BJ_1","Hi_BJ_2","Hi_BJ_3","Hi_BJ_4","Hi_BJ_5","Hi_BJ_6","Hi_BJ_7","Hi_BJ_8","Hi_BJ_9","Hi_BJ_10","Hi_BJ_11","Hi_BJ_12","Hi_BJ_13","Hi_BJ_14","Hi_BJ_15","Hi_BJ_16","Hi_BJ_17","Hi_BJ_18","Hi_BJ_19","Hi_BJ_20","Hi_BJ_21","Hi_BJ_22","Hi_BJ_23","Hi_BJ_24","Hi_BJ_25","Hi_BJ_26","Hi_BJ_27","Hi_BJ_28","Hi_BJ_29","Hi_BJ_30","Hi_BJ_31","Hi_BJ_32","Hi_BJ_33","Hi_BJ_34","Hi_BJ_35","Hi_BJ_36","Hi_BJ_37","Hi_K562_12","Hi_K562_13","Hi_K562_14","Hi_K562_15","Hi_K562_16","Hi_K562_17","Hi_K562_18","Hi_K562_19","Hi_K562_20","Hi_K562_21","Hi_K562_22","Hi_K562_23","Hi_K562_24","Hi_K562_25","Hi_K562_26","Hi_K562_27","Hi_K562_28","Hi_K562_29","Hi_K562_30","Hi_K562_31","Hi_K562_32","Hi_K562_33","Hi_K562_34","Hi_K562_35","Hi_K562_36","Hi_K562_37","Hi_K562_38","Hi_K562_39","Hi_K562_40","Hi_K562_41","Hi_K562_42","Hi_HL60_1","Hi_HL60_2","Hi_HL60_3","Hi_HL60_4","Hi_HL60_5","Hi_HL60_6","Hi_HL60_7","Hi_HL60_8","Hi_HL60_9","Hi_HL60_10","Hi_HL60_11","Hi_HL60_12","Hi_HL60_13","Hi_HL60_14","Hi_HL60_15","Hi_HL60_16","Hi_HL60_17","Hi_HL60_18","Hi_HL60_19","Hi_HL60_20","Hi_HL60_21","Hi_HL60_22","Hi_HL60_23","Hi_HL60_24","Hi_HL60_25","Hi_HL60_26","Hi_HL60_27","Hi_HL60_28","Hi_HL60_29","Hi_HL60_30","Hi_HL60_31","Hi_HL60_32","Hi_HL60_33","Hi_HL60_34","Hi_HL60_35","Hi_HL60_36","Hi_HL60_37","Hi_HL60_38","Hi_HL60_39","Hi_HL60_40","Hi_HL60_41","Hi_HL60_42","Hi_HL60_43","Hi_HL60_44","Hi_HL60_45","Hi_HL60_46","Hi_HL60_47","Hi_HL60_48","Hi_HL60_49","Hi_HL60_50","Hi_HL60_51","Hi_HL60_52","Hi_HL60_53","Hi_HL60_54","Hi_iPS_1","Hi_iPS_2","Hi_iPS_3","Hi_iPS_4","Hi_iPS_5","Hi_iPS_6","Hi_iPS_7","Hi_iPS_8","Hi_iPS_9","Hi_iPS_10","Hi_iPS_11","Hi_iPS_12","Hi_iPS_13","Hi_iPS_14","Hi_iPS_15","Hi_iPS_16","Hi_iPS_17","Hi_iPS_18","Hi_iPS_19","Hi_iPS_20","Hi_iPS_21","Hi_iPS_22","Hi_iPS_23","Hi_iPS_24","Hi_Kera_1","Hi_Kera_2","Hi_Kera_3","Hi_Kera_4","Hi_Kera_5","Hi_Kera_6","Hi_Kera_7","Hi_Kera_8","Hi_Kera_9","Hi_Kera_10","Hi_Kera_11","Hi_Kera_12","Hi_Kera_13","Hi_Kera_14","Hi_Kera_15","Hi_Kera_16","Hi_Kera_17","Hi_Kera_18","Hi_Kera_19","Hi_Kera_20","Hi_Kera_21","Hi_Kera_22","Hi_Kera_23","Hi_Kera_24","Hi_Kera_25","Hi_Kera_26","Hi_Kera_27","Hi_Kera_28","Hi_Kera_29","Hi_Kera_30","Hi_Kera_31","Hi_Kera_32","Hi_Kera_33","Hi_Kera_34","Hi_Kera_35","Hi_Kera_36","Hi_Kera_37","Hi_Kera_38","Hi_Kera_39","Hi_Kera_40","Hi_GW21.2_1","Hi_GW21.2_2","Hi_GW21.2_3","Hi_GW21.2_4","Hi_GW21.2_5","Hi_GW21.2_6","Hi_GW21.2_7","Hi_GW21.2_8","Hi_GW21.2_9","Hi_GW21.2_10","Hi_GW21.2_11","Hi_GW21.2_12","Hi_GW21.2_13","Hi_GW21.2_14","Hi_GW21.2_15","Hi_GW21.2_16","Hi_GW21_1","Hi_GW21_2","Hi_GW21_3","Hi_GW21_4","Hi_GW21_5","Hi_GW21_6","Hi_GW21_7","Hi_GW21_8","Hi_NPC_1","Hi_NPC_2","Hi_NPC_3","Hi_NPC_4","Hi_NPC_5","Hi_NPC_6","Hi_NPC_7","Hi_NPC_8","Hi_NPC_9","Hi_NPC_10","Hi_NPC_11","Hi_NPC_12","Hi_NPC_13","Hi_NPC_14","Hi_NPC_15","Hi_GW16_1","Hi_GW16_2","Hi_GW16_3","Hi_GW16_4","Hi_GW16_5","Hi_GW16_6","Hi_GW16_7","Hi_GW16_8","Hi_GW16_9","Hi_GW16_10","Hi_GW16_11","Hi_GW16_12","Hi_GW16_13","Hi_GW16_14","Hi_GW16_15","Hi_GW16_16","Hi_GW16_17","Hi_GW16_18","Hi_GW16_19","Hi_GW16_20","Hi_GW16_21","Hi_GW16_22","Hi_GW16_23","Hi_GW16_24","Hi_GW16_25","Hi_GW16_26"
"STMN2",0,0,2.13,0,0,0,0,0,0,0,0.8,0.28,0,0,0,0,0,0,0,0,0,0.23,0,0,0.72,0,0,0.3,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,139.46,0,0,29.99,133.77,63.81,0,0,0,0,209.84,0,0,7.2,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,24.49,67.67,0,0,328.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1.23,1.5,1.41,1.05,0.4,0.58,0.25,0,0.85,0,0,0,0.22,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141.51,3.65,5089.96,879.81,6398,7449.21,5157.62,10138.84,6357.87,3488.53,1898.37,6942.88,6106.18,7495.74,3120.85,3592,2983.41,1862.55,1360.93,1.54,0.75,3295.91,1163.39,3.58,24.84,1.18,0.67,0.28,23,0,0,0,0.29,0,0.3,47.06,218.17,0,0,3431.9,3360.1,1.15,878.22,8570.65,925.65,12545.44,13944.76,54.43,367.28,0,10379.77,0,0.81,0.89,0.52,1.3,1.5,2718.39,0,3433.85,1.88,2101.09,683.17,3.74,399.78
"MIEN1",16324.07,4680.57,6256.41,5452.3,2370.9,10121.45,4014.92,19644.32,7336.56,4058.45,259.23,5458.65,8525.73,10595.16,7172.16,9484.45,6166.86,14103.64,5124.72,4903.87,5795.16,5998.88,176.71,0.9,453.8,0,587.09,131.29,0,312.72,0.68,120.19,0.46,457.94,263.49,238.91,71.7,1.94,269.3,69.19,159.13,183.99,72.24,47.07,89.28,116.13,158.95,21.94,133.95,54.41,0,22.34,41.48,165.63,39.98,41.19,73.94,15.32,213.79,195.4,82.61,62.63,331.66,93.41,20.11,53.01,484.17,240,56.25,171.92,141.48,353.77,70.84,34.9,189.56,0,212.83,283.42,73.41,301.95,58.59,107.29,122.92,92.2,62.72,119.09,0,14.21,98.97,48.54,54.94,132.18,155.14,228.36,165.15,86.37,192.72,68.21,61.53,11.76,137.4,98.4,44.05,245.43,172.51,193.1,80.32,117.82,85.28,38.26,18.23,83.21,115.43,45.74,180.1,61,31.51,176.38,247.07,6.44,0,0,89.76,0,0,0,0,0,0,0,21.7,0,0,476.74,172.57,0,343.25,0,0,0,0,47.62,0,0,0,23.76,15.01,32.31,0,0,0,0,373.19,0,20.93,0,0,11.61,0,196.64,0,0,0,370.96,0,0,0,20.66,13.22,8.5,64.4,35.95,91.39,234.73,1.08,59.15,61.45,86.51,180.78,20.21,114.82,37.25,53.61,102.66,237.2,0,133.83,111.03,120.29,257.83,54.47,239.98,140.62,15.67,354.59,263.97,243.53,114.17,0,80.15,136.47,265.03,23.03,234.07,64.42,221.19,126.42,207.5,485.01,27.09,102.6,40.24,37.12,0,52.28,110.8,104.09,184.2,147.48,27.65,112.56,271.26,91.27,34.87,245.55,8.51,94.99,171.4,45.03,150.1,505.97,70.04,288.18,27.13,224.89,326.77,20.73,0,0,218.25,732.08,313.4,1100.75,31.19,100.67,62.47,62.67,0,98.8,233.7,431.84,0,0,0,0,0,184.45,0,262.13,0.66,0,10.85,2.97,0,0,150.33,2.09,382.53,139.02,0,1.01,6.44,632.19,447.74,445.62,1868.29,0,0,789.99,0,0,0,536.59,0,1.92,0,30.57,0,0,0,0,0,0,0,0,1223.48,0,0,4.87,0,0
"HLA-DRA",0.32,0,0,404.43,699.28,64.34,0,231.65,0,0,112.75,0,0,0,0.95,145.74,0,0.58,2.3,2.1,0,0,3851.68,23163.61,6552.58,11.4,2057.78,2006.32,5142.55,9799.12,2414.09,5531.94,7164.72,11647.42,1778.92,7002.66,1247.21,56.58,8965.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53,0,0,0,4.34,0,0.45,0.44,0,0,0,0,0,0,70.82,3.15,0,0,0,0,0,0,0,0,0,0,0,1.71,0.29,0.9,0.38,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,2.2,1.5,0,0,12.03,0,0,0,0,1.8,0,28.37,0,1.22,0,0,0,0,142.61,0,0,0,0,0,1.61,0.4,0,0,0,0,0,0,0,0,5.23,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0
"IFI27",7400.54,3432.51,10885.22,10290.25,17585.33,2992.03,3671.5,7301.48,2486.47,4307.33,2639.68,5968.07,6636.45,1138.29,3567.64,7555.66,2935.91,3077.95,1675.05,3687.11,2977.25,7205.46,0,0,0,0,0,0,0.7,65.9,0,1.82,0,0,0.71,0,0,0,0,0,0,33.56,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,58.33,0,0,0,0,0,0,0,0,0,0,0,0,0,32.47,0,0,0,44.82,10.57,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,2.14,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.64,4.95,0,0.79,699.37,240.44,49.71,0,13.62,1874.76,2194.36,890.09,331.27,45.12,588.29,345.6,0,0,5.66,0,0,341.86,1289.77,1408.48,89.08,0,449.39,0,0,0,2151.28,4.48,0,131.05,0,0,2045.13,0,17.81,2759.06,0,0,0,1157.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.79,0,0,0,0,0,0,0,0,1.94,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.33,0,0.23,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7607.3,7911.03,5149.02,5280.3,6621.64,6721.41,14455.89,7510.31,11988.18,10150.75,13719.36,9936.88,12713.56,5946.34,12992.6,3525.23,10420.48,7799.33,15031.84,6172.14,7101.86,6409.62,10630.62,9463.52,9377.63,7877.46,5395.24,7276.61,8729.61,4048.58,11710.76,7982.83,8003.8,9553.44,10302.16,8294.79,9918.5,10660.37,8906.77,8416.79,12122.36,5853.59,8036.93,9657.67,7355.58,3895.33,2037.8,6206.73,2783.64,6516.9,2988.07,3393.81,3500.13,4424.57,0,0,0,0,0,30.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.46,0,0,0,0.38,0.52,1.28,0,0,0,0.55,0.57,0,0,0,0,33.15,0,0,0,0,0.93,1.27,0.71,0,0.61,0,0,0,0.7,1,0,0,0,3.45,0.36,0.79,0,0,0.94,1.65,1.12,0,0,0.69,0,0.67,0.91,0.52,0,4.56,1.18,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.41,0.3,0.68,2.31,0.25,0.36,0.21,0,0,0.36,0.44
"FOS",200.55,827.56,5.13,106.92,604.39,187.94,264.71,974.77,31.51,195.9,328.91,215.54,43.51,421.92,1221.64,467.81,379.96,874.83,275.53,169.84,564.55,10.04,394.97,393.93,0.49,0,0.35,0,0,0,106.02,0.23,13.56,0.64,0,0,0,0.2,0.33,15.5,0,0,0,0,0,0,0,303.02,0.47,0,0,9.76,25.93,85.88,484.66,0,15.81,112.89,29.12,180.87,80.97,13.99,0,218.87,39.51,44.63,10.72,74.26,224.39,164.65,65.27,9.69,268.79,207.66,158.66,0,43.01,0,205.27,109.96,0,48.68,164.26,170.49,25.21,654.5,249.77,0.34,0,2.73,0,0,0.32,0,0,0,0.43,0,0,0.97,283.47,1.3,0,0,27.38,0,169.85,0,0,0.57,0,0,0,0,0,0,0,0.69,0,0,3.19,0,1.09,0,1.7,0,0,0,2.8,0,0,0,58.93,0,4.88,0,0,0,0,0,0,207.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,2.99,438.2,0,0,0,0,279.66,57.95,58.32,10.25,67.55,0,234.88,60.86,0,0,0,1.01,0,0.2,75,6.84,1.38,0,0,9.13,0,0,90.72,0,97.97,1.65,0,105.22,0.66,88.33,0,8.07,116.85,0,180.44,50.02,104.34,39.31,17.27,163.89,0,225.88,0,2.95,12.2,4.81,87.28,298.68,22.85,0,14.14,0,0,0,0,27.01,5.9,134.18,0.46,0.39,333.59,19.12,4.8,53.33,2.12,0,62.58,139.91,0,18.82,35.3,0,621.81,33.87,5.13,741.25,0.87,4.74,1.35,1.53,0.92,9.49,0,1.98,4.78,0.75,327.14,7.29,304.61,1.29,1.47,0.13,3307.61,451.01,29.95,1800.69,0,66.29,112.69,1.17,1.03,8.7,0,1.31,223.31,0.54,23.08,0.99,1.57,0.44,0.74,436.42,3.25,512.76,20036.33,0,2614.34,0,0.26,0,1.21,0,0,10315.5,425.07,23522.47,10672.37,963.59,8451.87,1998.99,13357.98,1.64,13141.4,18.4,726.81,4097.59,168.89
"KRT14",0,0,0,0,0,1.3,0,0,0,0,59.68,0,0,20.88,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.31,0,0,0,0,1.07,0,0,0,0,1.45,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,0,1.25,0,0,0,0,0,0,1.32,0,0,0.55,0.51,0.57,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,4.92,0,0,1.89,0,0,0,0,0,2.26,0,0,1.33,0,0,2.58,0,1.68,0,0,1.29,1.61,0,0,3.99,2.45,0,3.71,0,0,2,4.39,0,3.73,0,0,0.86,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168.01,4711.96,4684.2,6118.48,2127.83,4031.56,4521.67,2861.99,2969.64,4734.46,2277.81,5427.48,2136.11,3141.22,4304.16,4342.79,2919.44,6469.5,2296.02,1642.34,2250.56,2934.79,7341.52,9218.38,2440.42,13007.52,4872.9,2647.86,2892.57,1328.3,2485.58,4817.21,3933.59,3896.91,3055.24,4862.5,3767.73,2427.19,2974.77,2879.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT81",4076.85,1281.16,1207.69,1779.36,768.95,2582.44,3865.45,2579.66,1656.28,1315.62,4794.59,8067.58,1819.96,1638.64,1206.99,1627.87,12154.57,10594.49,5742.52,4544.71,2835.45,385.39,0.25,0,0,0,0,0,0,0.64,0.24,0.53,0.5,0,0.21,0.7,0,0,0.37,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,10.01,0,0,2.77,14.69,0,0,0,0,0,0,0,4.22,0,0,0,0,0,103.84,0.55,0,22.1,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.46,2.22,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.05,0,0,0,0,0,0,0,0,3.95,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.37,0,0,0,0,0,0,0,0,0,0,0.57,0,0
"TUBB2A",0,105.98,0.68,27.54,0.26,50.42,20.28,47.36,0,1.42,0,0,7.93,2.7,1.48,18.98,29.68,5.2,0.6,0,0.22,0,0,0,58.57,58.92,80.83,19.94,0,87.98,0.58,61.93,0,115.22,0,39.27,8.59,0,9.31,3.48,5.29,14.68,3.28,1.88,4.55,6.7,12.44,57.16,29.59,12.46,0,6.69,10.04,54.22,0,12.4,22.57,63.94,11.84,22.06,31.2,44.1,18.19,4.77,26.67,21.89,37.19,23.22,20.26,110.92,18.84,51.97,19.72,121.97,44.67,25.01,184.14,13.27,32.47,35.8,0,24.95,9.2,20.8,8.5,19.61,13.89,15.28,11.09,7.46,2.12,2.13,24.79,8.7,21.51,0,40.26,6.98,67.79,0,29.79,17.17,5.22,17.51,3.25,16.94,2.85,12.83,40.51,24.81,11.83,4.18,0,0,35.39,14.71,2,3.9,0,0,0,0,0,0,0,0.09,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0.64,0,0.7,0,0.37,0,0.82,0,0,35.95,6.98,270.22,104.44,49.27,169.92,134.5,64.36,118.04,117.79,270.18,168.57,164.79,127.42,28.46,220.56,155.56,89.11,105.47,100.78,16.15,185.95,37.73,360.3,73.7,62.22,4.62,22.37,281.61,0,138.74,0.96,72.05,57.87,13.44,0,37.76,0.82,69.01,1.58,10.44,0,2.86,60.22,7.98,3.6,0,8.67,0,0,183.51,0.58,0,16.24,20.38,0,135.62,0,0.68,24.92,4.78,5.56,13.16,0,0,3.09,362.62,227.64,2310.01,313.33,1639.99,7017.41,1586.43,79.49,229.15,848.79,115.35,1016.96,300.44,2656.52,34.76,12.8,885.88,1395.1,2.21,2006.87,5237.39,1416.38,0,63.27,333.18,23.42,0,16.84,11.48,0,13.6,328.73,42.58,0.8,395.69,277.41,390.19,3287.33,7563.5,5498.07,4492.29,15.73,39.47,6303.94,2131.69,1323.23,11.05,4889.78,0,169.68,0,474.89,4063.48,0,2638.2,2.63,227.98,1121.81,114.38,76.24,0,522.51,0
"LCN2",3591.54,3134.34,465.56,3022.64,330.49,4527.2,3797.26,1001.88,2796.47,2352.78,7702.18,2570.93,1743.6,144.36,443.06,0,3071.63,4961.78,78.83,7055.83,13295.43,961.56,0.62,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.25,61.38,0,0,0,0.94,0,0,31.96,3.13,10.2,0,156.44,0,0,1.56,1.49,0,131.31,0,99.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT2A",4741.7,2531.27,3890.81,2010.71,24901.34,118.81,5543.03,889.44,3428.24,2417.7,1192.45,6057.13,72.62,2061.99,44.16,2482.61,6565.15,5967.36,18063.32,704.76,3471.19,1680.52,38.65,0,0,5.98,1.14,68.62,0,0,261.81,3.18,126.98,0,253.21,0,201.37,18.94,11.22,0,33.57,16.39,6.08,0,2.06,0,26.31,0,0,0,21736.11,5937.49,20779.08,30609.02,5899.76,32578.65,22171.6,13179.34,15756.12,17213.67,7490.3,13730,7878.84,1513.28,18963.85,26262.59,24012.76,14972.84,9542.37,2985.72,14745.21,18436.9,17962.32,5695.14,3896.61,37209.14,5723.63,11328.66,1984.32,8291.14,26000.45,9006.22,17961.97,29873.01,18657.42,16093.06,9817.61,0,1.68,0,6.92,0,11.2,22.94,0,0,75.66,2.36,0,11.39,0,0,4.26,0,0,10.25,28,13.69,0,0,0,0,0,0,0,0,0,0,616.71,805.03,444.66,0,869.66,11.46,506.76,277.97,176.02,802.06,709.85,21.76,398.42,218.38,533.57,3005.05,537,0,664.92,0,777.51,1019.69,223.76,701.1,0,340.61,205.56,1007.54,311.54,0,380.39,653.21,614.96,654.29,614.86,19.69,586.04,913.53,685.59,933.24,977.88,332.69,995.6,511.41,9.37,444.96,317.55,88.81,491.53,408.13,155.96,119.82,360.72,173,0,0,87.39,63.13,0,16.07,8.8,3.63,0,60.96,15,41.08,28.91,0,68.27,8.73,0,0,0,0,0,0,1.47,26.72,11463.63,18062.64,10385.41,10294.2,11439.09,15809.88,13611.19,23487.26,16214.3,10406.94,13543.34,12593.82,20920.68,12587.22,11091.88,15081.63,6705.93,16800.24,14059.13,13550.61,10189.36,20390.19,7826.53,5561.47,17535.68,8177.5,19676.67,11561.63,12600.55,14465.17,18219.7,15797.52,13855.17,14107.55,17167.68,6516.61,14324.53,15874.45,11765.87,20463.54,4.85,0,0,125.55,0,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0.84,347.07,0,0,10.93,0,191.45,0,0,0,0,64.08,0,0,0,0,0,0,0,0,0,0,0,828.31,0,43.19,0,0,0,0,114.19,0,0,0,18.87,675.95,0,0,0,0,0,12.99,0,0,0,0
"NREP",1,0,5.69,204.27,300.62,0,27.61,0,38.73,0,2.25,184.3,0,0,0,23.03,140.62,0.36,0.95,0,0.71,0.25,0,0.16,18.75,0.2,0,0,0,0,0,38.26,31.5,9.26,4.99,430.74,22.38,14.48,0,0,0,0.38,0,9.39,0,0,2.25,0.75,0,0.43,22.47,124.29,432.06,59.15,27.41,136.89,155.66,293.03,35.19,71.22,209.02,50.15,158.09,92.28,150.41,205.64,257.6,144.12,170.14,198.47,514.75,158.46,308.33,358.32,368.27,215.26,31.05,51.36,0,606.4,362.46,9.04,64.86,100.71,68.82,776.15,0,0,0,0.74,0,0,0.89,0,0,0,26.54,0,7.34,0,0.41,0,0,0,0.4,1.42,0.32,0.42,0,3.11,0,0,0,0,0.42,0.36,0,0,0,47.47,47.36,0,36.54,11.98,0,187,0,0,0,0,255.48,5.36,9.14,0,15.9,0,0,0,4.19,0,0,51.75,8.76,4.18,85.91,0,0,0,0,0.76,0,0,0,6.45,10.68,0,40.69,13.74,0,26.51,180.58,0,0,423.93,52.99,168.21,0.4,79.67,2.47,78.74,2.82,1.93,371.25,527.82,139.17,345.54,511.94,222.45,150.68,67.31,0.56,228.13,242.76,224.75,379.89,254.11,153.26,492.98,314.78,263.86,548.45,303.22,248.72,194.86,307.64,360.07,0,3.02,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.63,0,1812.31,1302.45,10062.14,1585.61,8157.69,1208.93,4522.82,1024.88,9022.19,6314.82,5545.64,3345.35,4950.54,5744.74,1139.1,2144.13,2780.64,771.42,1429.56,0.86,1499.61,1685.99,1355.24,2.68,363.15,792.99,51.83,689.16,1185.73,715.71,52.37,1061.99,619.36,380.37,387.58,325.28,17.61,1304.99,931.59,4199.46,118.49,0.92,91.91,2.43,637.8,2032.26,4203.66,1172.58,7.18,808.66,8.47,0,57.68,1793.74,16.95,21.92,1.12,6257.01,10.94,203.54,1.06,173.85,109.48,608.41,1.45
